,Height,Overall,Acceleration,Ball control,Block,Boxout,Contact dunk,Contested shot 3pt,Contested shot mid,Defensive consistency,Defensive rebound,Draw foul,Driving dunk,Driving layup,Free throw,Hands,Help defense IQ,Hustle,Lateral quickness,Low post defense IQ,Off dribble shot 3pt,Off dribble shot mid,Offensive consistency,Offensive rebound,On-ball defense IQ,Open shot 3pt,Open shot mid,Pass perception,Passing IQ,Passing accuracy,Passing vision,Pick & roll defense IQ,Post control,Post fadeaway,Post hook,Reaction time,Shot IQ,Shot close,Shot contest,Speed,Speed with ball,Stamina,Standing dunk,Standing layup,Steal,Strength,Vertical,kmeans_label,PLAYER_ID,Name
1054,77,75,58,72,27,33,30,82,74,45,42,60,65,82,83,78,64,73,54,53,57,74,75,28,60,85,83,64,82,72,42,62,34,54,28,60,94,80,60,59,49,83,25,86,58,33,69,2,20078,Marco Belinelli
1055,83,75,41,31,69,80,41,26,46,66,80,56,59,54,67,62,74,80,37,75,26,34,56,70,69,26,71,55,62,45,30,73,68,68,64,71,76,84,76,63,34,87,61,94,54,88,71,4,1585,Marcin Gortat
1056,76,75,79,63,37,48,30,84,78,40,53,50,35,76,72,60,57,68,53,33,70,75,80,33,53,94,86,52,74,68,33,58,50,46,27,54,82,70,54,70,70,90,25,77,59,62,63,2,20093,Troy Daniels
1057,83,75,28,45,50,89,30,27,76,27,81,71,53,59,75,70,34,76,27,47,27,49,80,88,35,70,84,40,59,35,27,36,77,68,69,59,83,80,69,67,40,79,80,87,50,73,58,0,2330,Enes Kanter
1058,82,75,57,55,84,90,32,25,50,42,88,51,67,47,52,80,67,62,54,67,25,25,42,91,57,25,74,47,39,37,25,58,61,55,62,67,47,88,70,60,41,75,67,88,52,50,69,4,20202,Willie Reed
1059,80,74,74,69,46,50,31,52,66,51,53,70,81,75,73,80,65,82,60,64,48,54,76,50,68,61,71,64,64,57,33,64,73,74,75,64,77,78,64,74,70,86,76,86,57,75,77,1,4109,Jabari Parker
1060,76,74,84,79,52,57,32,64,66,52,49,61,52,80,66,79,66,72,77,37,67,70,57,31,69,73,73,80,76,72,79,68,39,57,36,73,57,77,73,80,86,82,37,85,79,49,80,3,7205,Kris Dunn
1061,75,74,80,81,38,33,30,68,76,48,45,67,43,75,85,73,65,78,66,49,67,78,58,28,66,79,80,60,84,82,72,67,56,75,40,70,73,80,70,73,81,85,25,72,59,69,69,3,1258,Deron Williams
1062,79,74,73,74,47,67,37,45,79,62,64,51,60,79,80,87,67,88,70,45,38,78,72,33,71,61,80,52,75,72,68,69,47,49,28,65,79,82,65,72,81,82,37,85,60,60,70,2,1951,Evan Turner
1063,81,74,72,57,54,71,37,69,66,72,69,62,67,65,71,83,75,82,67,72,49,55,52,44,76,77,76,72,63,51,34,77,51,61,45,65,82,60,65,66,60,85,52,69,58,75,63,3,1957,Al-Farouq Aminu
1064,78,74,84,75,48,52,36,74,58,56,72,70,81,75,77,78,60,85,70,29,71,63,71,34,70,71,70,61,73,71,53,68,41,55,28,44,88,75,44,72,85,82,36,78,57,44,74,2,2493,Will Barton
1065,81,74,48,52,55,83,32,31,67,52,85,57,48,70,61,82,60,85,47,71,28,53,62,70,61,68,80,62,65,55,58,72,76,72,72,67,75,76,67,40,40,86,57,87,61,86,70,0,2474,Jared Sullinger
1066,81,74,61,59,42,51,30,67,54,75,59,62,55,72,71,81,78,90,73,68,46,47,70,46,74,71,67,70,52,54,32,76,47,66,50,70,79,76,73,64,64,96,35,79,57,67,64,3,1156,Luol Deng
1067,80,74,67,69,30,61,50,51,75,55,51,51,76,73,71,75,60,76,70,49,54,74,35,41,70,81,85,60,72,38,29,65,43,62,43,67,70,77,67,79,75,92,50,74,53,69,97,3,2460,Harrison Barnes
1068,78,74,78,71,39,41,37,87,72,47,42,34,67,72,60,80,70,72,74,42,67,71,72,32,74,86,70,59,71,75,39,72,42,59,25,71,81,79,71,75,71,88,37,71,60,52,78,3,1167,J.R. Smith
1069,77,74,83,70,32,33,30,47,71,70,41,49,68,75,76,80,75,92,78,40,70,70,70,32,77,73,74,65,77,70,29,76,30,53,30,46,78,77,46,87,85,92,30,75,60,40,69,3,2761,Kentavious Caldwell-Pope
1070,81,74,75,68,46,86,46,29,34,41,90,71,71,75,68,76,56,90,54,61,33,38,66,59,54,64,41,48,58,50,38,55,66,56,70,67,70,69,67,75,71,80,61,80,55,81,69,4,4094,Julius Randle
1071,73,74,92,80,31,25,26,67,64,56,50,67,41,78,75,77,68,90,66,30,50,76,66,29,64,67,81,63,75,74,77,65,25,34,25,60,78,57,60,86,94,93,25,81,63,46,74,2,2770,Dennis Schroder
1072,77,74,84,80,32,53,30,46,65,30,47,60,40,77,69,76,54,65,63,35,77,70,70,31,53,77,71,74,75,75,76,50,35,50,30,65,82,83,65,81,84,88,25,80,62,54,71,2,4461,D'Angelo Russell
1073,80,74,64,70,45,48,30,75,64,70,53,49,60,66,72,82,69,74,68,49,57,65,70,37,71,91,71,65,54,58,34,70,42,46,33,62,88,75,58,66,64,83,40,83,56,42,64,3,8676,Hollis Thompson
1074,83,74,48,33,68,75,41,27,30,71,77,75,76,55,60,77,73,92,44,75,27,27,56,68,62,27,67,64,68,36,59,67,65,63,64,66,84,66,66,65,47,78,76,77,58,68,75,4,2775,Mason Plumlee
1075,75,74,79,81,30,39,30,58,52,57,42,38,25,78,85,85,50,74,70,27,65,70,55,33,65,81,79,67,80,81,82,72,25,41,25,68,79,75,68,78,80,86,30,84,73,30,50,2,7269,Sergio Rodriguez
1076,84,74,68,35,74,80,45,25,68,55,82,70,65,54,62,72,78,80,70,76,25,45,25,80,72,27,80,62,44,30,29,75,38,38,48,85,38,85,84,85,39,78,80,80,63,45,75,3,20367,Willie Cauley-Stein
1077,73,74,85,80,42,30,25,74,76,52,42,67,42,74,80,74,57,56,63,25,79,77,72,30,63,72,78,45,69,73,57,68,27,57,25,61,75,74,61,79,86,80,25,72,59,31,72,2,1307,Louis Williams
1078,75,74,77,75,56,36,25,82,74,30,49,70,45,76,82,64,61,66,48,45,75,78,70,37,48,83,85,57,60,58,60,51,26,40,27,47,84,75,47,76,76,80,25,70,61,40,69,2,8679,Ian Clark
1079,78,74,81,68,41,36,31,65,56,46,42,66,46,74,80,67,56,70,72,34,70,64,81,28,64,81,78,58,64,60,58,58,26,34,25,54,88,74,54,80,80,90,26,78,54,42,65,2,4387,Devin Booker
1080,83,74,58,30,57,77,30,34,56,45,80,32,50,62,75,65,74,88,32,73,26,35,70,72,54,69,71,52,35,30,61,51,59,65,67,59,85,88,59,58,56,79,60,82,66,68,43,0,4170,Nikola Jokic
1081,84,74,44,27,64,71,32,26,26,82,58,65,55,41,49,71,82,83,60,80,26,26,52,74,70,26,49,50,60,34,26,75,62,54,45,72,81,87,78,56,40,85,72,71,50,74,66,4,2765,Steven Adams
1082,78,73,77,75,58,49,27,52,58,62,62,51,57,72,62,81,76,84,78,55,57,71,57,38,76,68,72,76,79,73,70,74,48,59,47,67,72,83,67,76,82,87,37,69,72,38,75,3,2764,Michael Carter-Williams
1083,78,73,79,67,60,37,37,73,62,77,57,49,60,67,71,79,75,85,78,59,72,63,47,35,79,80,67,57,72,67,35,79,32,51,27,72,79,65,72,67,68,83,37,72,62,60,69,3,1652,Danny Green
1084,81,73,66,49,59,77,56,28,48,56,75,58,93,54,63,81,71,85,65,70,29,54,61,63,65,69,66,64,45,44,36,61,64,56,54,60,71,71,60,69,59,84,76,77,58,72,88,3,4095,Aaron Gordon
1085,76,73,81,70,41,25,30,59,70,46,38,53,66,72,85,82,69,78,71,38,80,68,76,25,71,86,76,64,49,55,44,70,46,59,31,69,83,77,69,84,84,92,26,74,57,65,82,3,1513,Eric Gordon
1086,77,73,85,76,50,57,35,61,51,42,49,55,82,75,64,84,65,75,71,35,65,65,57,30,69,71,70,59,75,72,71,68,39,54,32,73,60,58,73,88,86,80,25,72,59,52,88,3,4443,Emmanuel Mudiay
1087,78,73,80,75,31,40,36,68,60,61,56,75,65,73,71,73,70,72,58,41,80,62,66,32,70,82,66,66,69,74,50,66,41,54,36,60,67,65,60,84,81,89,36,84,55,48,69,3,2339,Alec Burks
1088,75,73,88,76,47,37,26,68,72,51,43,57,58,77,75,70,59,75,59,31,61,72,66,29,59,72,77,60,70,68,67,68,49,59,41,62,72,87,62,76,89,92,26,78,75,48,64,2,1292,Monta Ellis
1089,80,73,64,70,47,57,36,74,82,41,58,48,53,78,71,80,62,80,71,52,51,70,61,44,69,75,87,60,50,58,30,66,54,63,61,65,74,70,65,59,63,90,41,78,65,48,73,3,2756,Otto Porter
1090,80,73,74,67,41,60,41,55,38,76,49,45,76,68,74,84,78,80,81,48,54,43,36,33,81,81,66,77,71,50,36,77,46,56,51,76,66,59,76,68,57,95,51,66,77,45,80,3,1206,Trevor Ariza
1091,81,73,67,67,53,71,30,75,38,47,75,62,52,72,76,77,65,84,59,59,62,43,47,39,64,79,60,79,69,67,33,66,60,58,53,65,67,47,65,68,67,82,52,74,79,62,70,3,2850,Robert Covington
1092,72,73,87,76,25,36,25,60,77,51,37,46,41,73,82,82,66,80,76,30,65,81,56,28,78,83,84,61,76,76,66,77,28,41,25,68,76,79,68,86,88,85,25,71,58,49,72,3,1622,Darren Collison
1093,75,73,83,76,39,32,26,65,77,39,60,63,30,77,88,76,67,70,63,57,71,81,64,29,63,77,83,44,76,78,76,66,35,48,30,61,78,67,61,75,80,85,25,79,62,55,60,2,1277,Jarrett Jack
1094,82,73,60,56,51,75,38,64,60,68,63,63,53,69,70,67,72,88,36,67,56,46,73,63,60,81,76,68,62,42,29,77,66,70,48,72,86,64,72,53,34,80,53,86,59,62,45,0,1289,Ersan Ilyasova
1095,77,73,82,74,35,52,35,67,57,35,45,62,92,78,74,75,59,80,61,44,71,58,65,27,55,81,69,40,71,68,62,56,33,53,39,47,83,63,47,81,81,92,55,83,56,44,97,1,4101,Zach LaVine
1096,75,73,75,80,43,43,25,52,70,68,46,65,28,74,74,83,69,70,82,52,39,74,58,34,82,72,77,57,82,80,66,76,27,37,25,66,79,80,66,71,82,88,25,72,60,40,65,2,2356,Cory Joseph
1097,78,73,82,70,43,66,31,37,48,66,61,69,66,73,64,83,76,84,80,54,45,54,41,42,80,68,70,74,60,58,30,76,44,40,38,74,40,73,74,77,69,80,36,80,58,65,74,3,4484,Justise Winslow
1098,80,73,57,55,37,58,32,66,35,77,55,62,68,67,57,79,81,92,80,61,53,37,47,44,80,77,62,78,72,47,27,78,57,55,37,58,77,54,58,56,51,88,57,79,80,72,65,3,1639,DeMarre Carroll
1099,81,73,53,55,37,58,37,42,58,67,53,53,66,73,72,69,67,80,68,64,61,64,67,38,69,78,81,58,41,37,39,68,49,59,52,66,79,70,66,78,54,76,52,85,56,75,69,3,2341,Marcus Morris
1100,81,73,60,57,47,62,27,77,59,52,63,63,51,72,74,56,59,80,57,61,65,44,87,39,61,86,73,44,59,47,34,65,67,65,67,59,89,79,65,64,48,80,57,85,54,46,55,0,2575,Mirza Teletovic
1101,76,73,77,69,37,37,32,69,71,67,41,54,47,72,79,80,70,85,77,35,69,78,57,33,76,76,88,69,56,55,35,71,44,48,25,55,71,79,55,75,75,80,37,72,62,42,78,3,4099,Gary Harris
1102,81,73,68,64,62,77,35,84,57,40,67,45,61,65,78,69,62,77,52,57,27,49,70,49,55,80,70,60,65,39,29,57,60,68,65,59,81,91,59,78,55,83,45,87,54,50,62,0,1257,Marvin Williams
1103,78,73,75,63,38,48,33,62,79,63,47,34,43,77,85,74,70,65,73,33,52,75,73,30,73,87,86,50,66,62,31,72,37,61,49,50,82,88,50,74,76,82,33,76,59,48,74,3,2784,Allen Crabbe
1104,80,73,66,62,27,47,37,66,71,52,51,50,67,72,80,67,61,85,55,51,75,68,72,31,65,85,77,59,59,57,30,59,61,57,46,57,82,64,55,66,69,89,37,79,52,60,72,3,4195,Bojan Bogdanovic
1105,77,73,83,75,26,31,36,64,71,36,44,65,71,74,76,78,54,85,60,39,75,71,71,39,60,82,73,45,75,76,49,59,34,33,26,54,75,84,54,82,85,80,25,75,59,54,85,2,4175,Jordan Clarkson
1106,83,73,67,42,74,73,41,25,26,56,77,63,71,64,55,75,81,90,60,79,25,33,56,61,61,41,45,70,56,28,37,75,60,58,58,81,78,59,81,72,35,84,86,78,79,60,74,4,2759,Nerlens Noel
1107,81,73,52,32,65,60,37,25,71,72,62,65,62,62,66,74,81,85,54,81,25,45,37,74,71,25,81,59,51,30,32,75,72,67,73,55,62,82,83,59,39,84,72,86,56,80,58,0,1638,Taj Gibson
1108,81,73,52,35,72,77,37,27,41,67,72,53,66,56,54,68,77,94,49,60,25,34,62,68,59,58,70,52,51,42,40,78,66,67,68,71,87,92,77,52,38,83,62,83,58,64,73,4,1452,Amir Johnson
1109,83,73,44,36,57,71,34,78,79,59,71,34,58,49,85,47,69,58,51,66,48,45,64,40,57,90,87,56,69,27,35,75,61,68,68,67,81,88,67,57,35,85,59,71,58,55,60,3,1263,Channing Frye
1110,82,73,59,62,83,67,45,27,47,45,74,40,75,74,61,77,79,75,63,75,25,36,50,66,66,30,60,45,30,32,32,72,70,60,62,69,77,80,72,65,39,80,90,88,39,60,66,4,8675,Deyonta Davis
1111,78,73,69,68,50,38,30,81,80,50,44,52,30,74,70,84,58,80,68,34,80,78,60,33,64,84,82,63,50,60,45,60,32,48,30,53,85,78,53,67,67,85,25,84,55,36,67,3,8648,Joe Harris
1112,79,73,72,71,25,30,30,55,64,60,41,61,50,81,79,71,65,80,64,33,76,62,75,27,69,86,65,67,71,65,44,68,31,40,25,49,79,77,49,72,68,92,25,83,59,40,63,2,2473,Evan Fournier
1113,72,73,83,75,25,42,25,61,81,47,42,55,25,79,74,76,42,72,59,25,74,85,72,30,61,80,90,42,76,75,73,63,25,27,25,53,77,82,53,80,86,85,25,79,53,28,70,2,1550,J.J. Barea
1114,84,73,25,31,78,70,41,25,47,71,62,58,56,58,76,68,76,85,25,71,25,34,66,83,74,25,66,60,65,26,32,72,75,51,73,76,86,92,76,37,29,80,71,84,41,75,57,0,1521,Robin Lopez
1115,84,73,48,25,77,77,40,30,49,45,75,55,50,52,64,69,69,70,35,70,25,40,45,75,63,49,73,59,53,25,25,65,65,65,73,70,61,71,70,61,39,80,75,83,65,83,68,0,4090,Joel Embiid
1116,82,73,45,41,68,76,36,28,28,61,81,64,65,56,52,59,66,76,50,63,28,28,36,86,54,28,48,51,56,28,30,66,60,53,78,57,70,88,65,72,44,80,71,80,59,78,75,4,1962,Ed Davis
1117,83,73,47,38,68,80,30,25,33,81,85,57,41,44,45,59,82,90,42,84,25,25,25,86,78,25,60,71,58,46,68,83,51,36,56,71,50,41,88,52,33,86,76,56,57,75,78,4,1418,Joakim Noah
1118,84,73,29,34,83,86,30,25,25,76,83,34,56,48,44,73,81,72,25,80,25,25,31,64,76,33,39,67,64,37,55,79,65,56,74,78,67,69,85,50,31,78,71,81,54,80,57,4,1256,Andrew Bogut
1119,83,73,31,32,44,82,62,27,39,62,84,74,42,48,74,63,76,87,39,78,27,27,32,85,66,27,61,69,43,43,36,71,61,50,67,77,75,69,77,53,32,80,62,81,59,62,35,4,1134,Zaza Pachulia
1120,81,73,54,31,85,84,36,26,26,46,87,70,64,47,59,31,88,93,46,85,26,26,26,74,67,26,61,50,70,26,26,68,54,41,44,71,70,65,86,56,30,79,81,87,46,73,61,4,2334,Bismack Biyombo
1121,79,72,73,73,48,37,30,28,87,66,42,50,65,73,82,84,67,75,72,47,33,86,61,37,72,41,90,70,84,81,66,71,64,69,46,64,77,89,64,74,79,89,36,79,59,40,60,3,1153,Shaun Livingston
1122,76,72,83,77,41,51,30,49,53,71,49,54,46,72,74,82,71,90,71,44,64,61,46,44,78,66,72,75,68,71,58,71,51,54,25,75,78,65,68,79,80,84,25,73,75,70,86,3,4092,Marcus Smart
1123,82,72,68,65,49,75,45,60,59,45,75,47,70,69,84,73,65,86,61,62,44,63,57,77,60,75,72,50,67,55,42,57,72,69,59,62,76,73,60,67,65,82,45,77,62,55,60,3,7279,Dario Saric
1124,80,72,67,69,42,65,40,73,58,60,63,48,70,69,72,77,72,82,72,53,73,56,55,40,73,73,67,57,59,47,32,61,59,71,40,73,65,76,73,67,60,87,45,78,54,65,81,3,1432,Wilson Chandler
1125,79,72,62,68,58,70,33,35,30,83,51,40,75,74,59,83,82,95,82,54,36,25,38,52,84,72,56,76,72,74,27,78,49,50,50,78,83,77,76,63,69,82,53,82,61,66,72,4,2779,Andre Roberson
1126,79,72,80,75,48,41,47,75,71,57,48,35,89,76,76,71,63,65,65,48,63,69,47,29,65,81,80,65,59,55,27,63,42,67,55,61,72,87,61,70,78,86,47,76,59,48,85,3,2461,Terrence Ross
1127,82,72,64,64,56,78,31,78,28,76,69,74,61,70,77,66,73,90,46,67,51,29,81,39,58,75,68,64,58,57,34,60,72,64,56,66,84,37,71,62,39,85,66,84,59,67,68,4,4194,Nikola Mirotic
1128,82,72,50,38,52,61,36,46,73,51,70,62,63,63,70,66,71,77,46,76,32,64,61,44,50,72,76,62,55,40,44,70,80,73,64,73,76,75,73,65,41,85,61,82,59,79,63,0,2340,Markieff Morris
1129,77,72,72,72,28,38,31,68,72,71,48,50,36,70,80,82,70,90,75,54,76,68,46,26,75,80,81,62,51,56,35,72,48,73,36,68,64,85,68,74,70,84,31,76,46,60,72,3,1436,Arron Afflalo
1130,73,72,85,81,39,30,25,81,66,67,48,68,37,77,70,77,65,80,70,25,66,67,42,32,67,72,68,71,74,78,71,65,30,47,25,68,67,68,68,83,86,79,25,82,60,36,81,2,1608,Brandon Jennings
1131,77,72,83,67,47,54,39,42,50,69,64,55,74,66,76,78,71,89,73,39,61,53,69,26,74,72,69,62,64,59,42,73,40,41,25,56,82,56,56,85,88,88,29,68,65,46,82,3,2583,Kent Bazemore
1132,75,72,82,75,52,34,30,53,67,51,49,75,32,76,78,74,68,84,67,25,73,67,61,32,67,73,69,66,74,66,63,66,34,41,25,63,84,72,63,81,84,89,25,71,57,35,71,2,1718,Jeremy Lin
1133,73,72,84,71,47,38,25,66,50,76,44,38,26,69,64,87,74,76,86,30,64,66,31,40,86,76,75,59,73,71,62,85,26,31,26,73,51,75,73,72,79,90,25,71,67,50,91,3,1650,Patrick Beverley
1134,72,72,92,81,42,38,26,66,64,47,56,59,27,81,66,78,61,78,63,26,64,69,57,32,56,71,71,49,85,83,82,76,26,29,26,63,67,70,63,90,94,80,26,82,61,32,70,2,2075,Ish Smith
1135,78,72,73,70,51,38,35,72,62,60,47,61,63,71,70,68,62,75,61,40,77,68,65,29,64,75,81,59,59,62,28,63,47,59,26,62,75,79,62,71,71,85,35,75,58,37,75,3,1299,C.J. Miles
1136,83,72,52,30,69,69,35,34,66,65,76,64,59,53,77,65,75,81,47,64,26,46,60,60,57,52,77,54,57,27,35,63,69,50,79,66,75,79,77,52,38,84,65,83,62,71,68,0,2774,Gorgui Dieng
1137,81,72,69,62,48,50,40,84,62,45,58,51,60,65,77,55,56,81,70,60,51,40,30,49,66,88,74,62,52,48,42,67,54,45,49,58,61,70,59,74,64,80,50,80,60,65,84,3,8674,Jake Layman
1138,79,72,77,70,25,41,25,73,73,45,45,51,25,65,78,75,55,71,65,49,74,66,50,30,59,74,75,52,56,55,61,55,68,73,58,65,70,86,65,64,66,85,25,67,53,66,72,3,807,Joe Johnson
1139,76,72,84,78,42,49,30,32,46,72,45,63,47,74,56,84,67,88,79,25,31,47,37,41,78,71,62,67,78,77,74,77,25,29,25,71,72,72,71,77,85,80,25,71,64,58,77,4,4108,Elfrid Payton
1140,81,72,43,37,67,67,30,29,84,47,69,47,47,60,76,67,71,55,40,77,26,38,57,52,65,63,88,57,49,47,58,62,78,80,77,67,67,90,67,44,37,70,57,89,59,82,50,0,1030,David West
1141,80,72,59,64,47,51,31,61,74,46,44,36,46,78,66,64,61,70,53,46,32,63,76,49,58,75,82,58,61,49,29,60,58,64,58,55,84,86,55,62,64,80,46,82,59,75,63,0,4103,T.J. Warren
1142,77,72,78,73,45,41,30,77,74,37,45,51,37,72,75,74,51,77,72,32,76,72,67,35,59,80,81,47,64,69,42,56,31,43,35,51,61,77,64,76,77,87,27,79,60,51,77,3,7202,Jamal Murray
1143,76,72,69,74,32,31,25,57,49,77,41,35,25,75,83,73,76,98,79,27,59,76,42,32,78,83,80,57,85,70,70,75,27,25,25,67,75,72,67,72,77,82,25,74,56,35,67,2,2852,Matthew Dellavedova
1144,72,72,87,77,29,26,26,80,75,32,43,46,26,77,78,70,58,70,57,26,71,77,67,31,57,81,79,58,76,71,67,60,26,34,26,57,71,71,57,88,90,82,26,76,60,51,66,2,1621,Patrick Mills
1145,83,72,40,29,79,76,35,26,68,64,72,41,37,53,66,74,80,83,32,76,26,44,54,46,62,60,76,32,62,27,27,63,74,74,67,73,81,79,79,62,39,80,64,81,51,66,67,0,4474,Myles Turner
1146,75,72,74,79,30,27,25,72,73,38,50,35,25,72,86,74,51,68,56,45,66,79,48,29,56,88,89,47,85,84,69,62,25,33,25,56,82,82,56,75,77,85,25,73,60,30,66,2,1317,Jose Calderon
1147,79,72,59,66,47,52,25,86,81,56,48,31,25,66,79,73,66,80,55,43,70,49,66,25,69,88,89,60,80,75,35,66,28,56,25,49,74,87,49,56,39,86,25,74,55,36,57,3,1126,Kyle Korver
1148,83,72,46,30,67,77,30,27,36,60,76,65,64,41,54,71,78,80,41,77,27,27,50,60,67,27,62,64,59,27,32,69,66,57,63,75,73,86,79,48,35,78,70,83,58,78,57,4,1557,Ian Mahinmi
1149,83,72,41,32,26,76,37,26,29,57,47,73,51,50,77,55,65,83,38,77,26,26,72,48,65,26,45,56,55,29,38,77,75,67,83,67,77,64,67,43,32,85,67,94,37,98,49,4,2014,Nikola Pekovic
1150,79,71,62,68,53,58,65,78,61,40,46,66,72,74,74,80,60,75,63,68,76,60,55,52,62,80,62,51,60,58,41,60,48,57,53,64,78,57,64,61,61,80,70,78,60,58,67,3,2803,James Ennis
1151,80,71,52,69,48,61,32,34,66,62,58,45,42,67,71,70,70,55,49,65,27,56,62,46,71,76,71,61,75,62,64,73,67,66,65,68,83,91,68,61,61,85,52,85,55,64,70,0,1033,Boris Diaw
1152,77,71,79,71,57,57,37,72,69,47,69,62,76,72,70,71,62,70,59,42,66,64,57,41,61,70,82,59,75,71,39,63,45,48,25,55,73,83,55,72,76,80,37,75,60,42,82,3,2465,Jeremy Lamb
1153,79,71,79,70,47,57,52,39,44,52,59,67,82,72,62,85,74,67,79,55,47,57,32,42,77,61,61,64,69,66,63,76,45,41,39,72,49,73,71,78,75,77,37,75,58,66,81,3,7206,Jaylen Brown
1154,77,71,72,69,47,37,37,61,69,57,57,64,67,71,74,61,65,80,68,42,48,72,57,33,68,73,77,68,63,67,32,67,49,65,37,62,81,68,62,84,76,87,47,70,58,47,78,3,1616,Gerald Henderson
1155,81,71,62,46,49,44,39,49,70,59,53,64,74,71,69,66,69,78,62,68,48,69,44,36,62,69,72,68,46,48,34,72,60,62,64,74,67,69,74,70,55,89,59,74,54,70,84,3,1414,Jeff Green
1156,81,71,74,59,62,76,41,47,70,31,77,47,67,74,69,76,48,75,52,59,36,65,81,57,52,67,79,54,48,36,39,55,64,71,56,49,75,90,49,75,70,80,56,85,57,60,75,1,1508,Michael Beasley
1157,77,71,80,75,48,57,37,39,68,57,59,37,74,71,75,82,72,88,82,55,37,77,37,35,78,75,78,67,65,67,36,72,32,37,25,70,61,35,70,84,80,86,37,70,64,60,94,3,2344,Iman Shumpert
1158,78,71,69,67,52,54,32,80,67,42,57,47,72,74,80,77,55,48,55,57,63,64,57,38,57,75,73,48,66,67,34,61,61,68,43,61,77,69,61,70,70,81,47,75,61,57,80,3,110,Vince Carter
1159,81,71,52,30,47,55,35,49,67,75,58,27,70,55,80,75,80,75,55,77,27,64,35,42,70,79,77,70,59,27,28,77,65,59,75,65,60,87,65,71,48,80,70,70,56,82,68,3,1963,Patrick Patterson
1160,75,71,84,80,51,52,26,74,78,45,48,53,50,78,84,75,48,82,51,34,70,76,50,34,59,78,80,58,78,77,66,58,26,38,26,53,73,60,53,71,71,98,25,77,60,41,78,2,2789,Ray McCallum
1161,75,71,80,74,31,43,27,64,61,44,44,64,39,70,70,71,64,74,64,42,61,65,64,31,64,79,68,64,78,77,55,65,32,55,27,60,76,76,60,79,83,92,25,69,56,52,88,2,1531,George Hill
1162,78,71,84,69,52,34,61,64,64,71,42,50,81,56,64,76,72,85,74,30,50,65,56,32,74,87,73,71,54,56,35,75,28,44,26,49,74,60,49,83,80,80,46,71,59,36,72,3,4459,Josh Richardson
1163,76,71,85,78,33,29,30,70,64,76,40,66,69,77,64,71,74,80,57,31,63,66,41,29,78,70,68,56,72,71,37,76,38,39,27,49,71,79,49,78,82,93,25,74,58,44,82,3,2463,Austin Rivers
1164,82,71,56,31,66,81,31,44,80,51,71,70,54,64,79,54,56,85,52,58,25,58,76,69,44,76,84,60,70,25,39,56,78,64,51,48,78,66,48,62,34,80,56,80,54,76,52,0,1522,Marreese Speights
1165,76,71,77,71,31,44,30,74,70,46,45,52,30,75,82,74,50,57,68,44,73,79,71,40,59,82,80,56,57,66,44,58,44,41,25,68,65,79,68,75,78,87,25,80,56,38,75,3,7204,Buddy Hield
1166,79,71,50,69,48,53,30,71,41,57,59,61,36,71,83,83,73,90,79,45,50,46,47,49,75,73,69,63,39,47,35,71,48,55,48,52,61,69,52,77,68,90,27,72,61,58,70,3,2776,Solomon Hill
1167,80,71,58,49,27,43,52,67,72,37,44,45,62,74,83,72,60,67,55,47,68,65,67,32,55,87,78,47,52,47,27,58,59,79,66,56,77,80,56,67,52,81,47,88,42,42,67,3,4096,Doug McDermott
1168,79,71,50,58,37,43,35,70,82,60,51,39,30,65,69,76,74,74,71,59,57,47,25,33,73,90,85,67,53,52,38,72,53,47,30,72,72,88,72,57,47,84,35,69,58,58,65,3,1431,Jared Dudley
1169,82,71,54,42,55,81,30,63,53,50,82,53,58,65,71,56,53,85,48,65,29,66,70,52,53,77,70,45,57,43,33,55,67,58,48,36,87,76,36,59,39,82,70,85,56,62,70,0,2367,Jon Leuer
1170,75,71,89,75,37,31,27,91,77,32,44,61,42,80,75,73,51,64,49,31,73,65,52,30,49,87,78,46,68,71,60,60,25,39,25,49,75,65,49,90,89,84,25,74,59,46,75,2,1517,Jerryd Bayless
1171,82,71,46,41,80,81,35,25,25,70,57,57,80,64,55,69,72,85,41,67,25,25,50,63,69,25,65,60,69,25,25,70,64,35,75,79,90,78,77,47,32,82,90,92,40,52,74,4,1417,Brandan Wright
1172,84,71,41,37,52,71,30,35,26,60,61,69,48,65,70,57,61,88,30,57,37,25,75,47,56,80,63,40,61,43,39,72,78,74,74,72,84,50,74,45,30,84,65,88,58,69,55,0,2766,Kelly Olynyk
1173,83,71,56,30,88,79,30,25,25,60,60,64,70,64,54,62,68,90,65,67,25,25,60,67,65,25,33,57,61,25,32,69,55,53,65,62,87,88,79,64,30,80,80,89,52,44,59,4,2467,John Henson
1174,75,71,86,76,40,34,25,55,75,38,44,59,25,71,82,72,58,73,55,34,64,77,63,38,55,78,84,40,63,56,39,61,28,45,28,58,83,54,58,77,85,80,25,73,63,42,66,2,1040,Leandro Barbosa
1175,83,71,54,34,52,72,44,26,43,44,74,63,62,61,51,56,66,71,48,73,26,42,39,45,57,26,70,54,48,47,49,58,72,72,73,55,64,81,55,58,37,84,74,88,67,81,70,4,907,Nene
1176,85,71,37,31,58,71,36,25,25,66,85,65,69,60,58,54,71,75,61,75,25,25,26,73,68,25,26,71,60,36,27,70,47,48,61,71,50,61,88,58,33,87,86,80,54,78,69,4,801,Tyson Chandler
